"SYMBOL 
","PREV. CLOSE 
","IEP  PRICE 
","CHNG 
","%CHNG 
","FINAL PRICE 
","FINAL QUANTITY 
",VALUE ,FFM CAP ,"NM 52W H 
","NM 52W L 
",Date
BAJAJ-AUTO,"3,995.90","4,018.00",22.10,0.55,"4,018.00",1916,"7,698,488.00","520,326,753,848.10","4,361.40","2,822.45",12-Jul-2021
TITAN,"1,720.60","1,730.00",9.40,0.55,"1,730.00",1968,"3,404,640.00","717,936,687,441.12","1,792.95",941.80,12-Jul-2021
INDUSINDBK,"1,039.95","1,045.40",5.45,0.52,"1,045.40",3229,"3,375,596.60","627,710,583,592.40","1,119.50",483.25,12-Jul-2021
JSWSTEEL,681.55,685.00,3.45,0.51,685.00,7466,"5,114,210.00","658,982,636,352.80",773.00,191.00,12-Jul-2021
BHARTIARTL,536.25,538.95,2.70,0.50,538.95,14628,"7,883,760.60","1,266,392,837,659.95",623.00,394.00,12-Jul-2021
TECHM,"1,051.75","1,057.00",5.25,0.50,"1,057.00",1603,"1,694,371.00","652,245,674,417.12","1,109.40",561.35,12-Jul-2021
INFY,"1,562.90","1,570.55",7.65,0.49,"1,570.55",11174,"17,549,325.70","5,794,149,225,401.65","1,591.00",773.50,12-Jul-2021
GRASIM,"1,500.15","1,507.00",6.85,0.46,"1,507.00",1241,"1,870,187.00","572,584,983,143.04","1,547.00",565.00,12-Jul-2021
RELIANCE,"2,071.20","2,079.75",8.55,0.41,"2,079.75",19932,"41,453,577.00","6,696,429,840,973.44","2,369.35","1,786.25",12-Jul-2021
ITC,201.35,202.00,0.65,0.32,202.00,53744,"10,856,288.00","1,759,653,908,140.37",239.20,163.35,12-Jul-2021
HCLTECH,976.85,980.00,3.15,0.32,980.00,3974,"3,894,520.00","1,060,337,499,611.04","1,067.00",575.00,12-Jul-2021
LT,"1,499.60","1,504.40",4.80,0.32,"1,504.40",3673,"5,525,661.20","1,811,457,151,100.62","1,593.00",843.00,12-Jul-2021
EICHERMOT,"2,712.15","2,720.00",7.85,0.29,"2,720.00",587,"1,596,640.00","378,149,908,450.92","3,037.00","1,832.50",12-Jul-2021
BAJAJFINSV,"12,854.75","12,888.95",34.20,0.27,"12,888.95",848,"10,929,829.60","777,355,382,138.42","12,912.00","5,400.00",12-Jul-2021
HDFC,"2,496.45","2,503.00",6.55,0.26,"2,503.00",5628,"14,086,884.00","4,500,830,876,774.10","2,896.00","1,623.00",12-Jul-2021
DIVISLAB,"4,599.70","4,610.00",10.30,0.22,"4,610.00",729,"3,360,690.00","586,116,397,164.48","4,625.00","2,153.00",12-Jul-2021
POWERGRID,230.25,230.70,0.45,0.20,230.70,11084,"2,557,078.80","590,241,023,061.48",251.50,154.60,12-Jul-2021
HDFCLIFE,683.25,684.50,1.25,0.18,684.50,3688,"2,524,436.00","566,467,216,469.22",746.00,555.95,12-Jul-2021
BRITANNIA,"3,475.95","3,482.20",6.25,0.18,"3,482.20",656,"2,284,323.20","410,250,615,205.79","4,010.00","3,317.30",12-Jul-2021
NTPC,117.80,118.00,0.20,0.17,118.00,33400,"3,941,200.00","559,710,962,586.75",121.00,78.10,12-Jul-2021
BPCL,456.90,457.60,0.70,0.15,457.60,4760,"2,178,176.00","426,186,578,855.45",493.90,325.00,12-Jul-2021
SUNPHARMA,667.90,668.60,0.70,0.10,668.60,6322,"4,226,889.20","721,132,121,908.35",721.85,452.25,12-Jul-2021
ULTRACEMCO,"6,899.55","6,905.10",5.55,0.08,"6,905.10",331,"2,285,588.10","796,634,318,679.36","7,055.95","3,735.00",12-Jul-2021
COALINDIA,146.70,146.80,0.10,0.07,146.80,16537,"2,427,631.60","307,384,563,494.11",165.00,109.55,12-Jul-2021
HINDUNILVR,"2,451.45","2,453.00",1.55,0.06,"2,453.00",1728,"4,238,784.00","2,188,761,831,627.74","2,533.95","2,000.05",12-Jul-2021
IOC,107.30,107.35,0.05,0.05,107.35,36817,"3,952,304.95","272,737,598,129.26",117.85,71.65,12-Jul-2021
CIPLA,959.80,960.00,0.20,0.02,960.00,5605,"5,380,800.00","487,728,085,023.52",997.00,631.25,12-Jul-2021
SBILIFE,"1,019.60","1,019.70",0.10,0.01,"1,019.70",997,"1,016,640.90","448,673,107,728.91","1,044.70",755.25,12-Jul-2021
HDFCBANK,"1,502.00","1,502.00",-,-,"1,502.00",60205,"90,427,910.00","6,554,748,106,703.24","1,641.00",993.00,12-Jul-2021
TCS,"3,214.55","3,227.60",20.05,0.63,"3,227.60",12535,"40,457,966.00","3,329,419,965,501.60","3,399.65","2,125.10",15-Jul-2021
KOTAKBANK,"1,748.15","1,757.00",8.85,0.51,"1,757.00",6958,"12,225,206.00","2,564,478,590,232.47","2,049.00","1,230.60",15-Jul-2021
BRITANNIA,"3,485.75","3,503.00",17.25,0.49,"3,503.00",889,"3,114,167.00","411,407,264,763.18","4,010.00","3,317.30",15-Jul-2021
M&M,786.15,781.00,3.60,0.46,781.00,11011,"8,599,591.00","752,548,580,218.51",952.05,538.00,15-Jul-2021
BHARTIARTL,530.05,532.50,2.45,0.46,532.50,10344,"5,508,180.00","1,251,751,092,963.46",623.00,394.00,15-Jul-2021
POWERGRID,229.95,231.00,1.05,0.46,231.00,10465,"2,417,415.00","589,471,979,383.22",251.50,154.60,15-Jul-2021
RELIANCE,"2,086.00","2,095.00",9.00,0.43,"2,095.00",34915,"73,146,925.00","6,744,279,957,643.20","2,369.35","1,798.00",15-Jul-2021
HINDUNILVR,"2,414.85","2,425.00",10.15,0.42,"2,425.00",835,"2,024,875.00","2,156,083,750,068.83","2,533.95","2,000.05",15-Jul-2021
MARUTI,"7,326.75","7,357.00",30.25,0.41,"7,357.00",1102,"8,107,414.00","973,836,635,026.20","8,329.00","5,750.00",15-Jul-2021
HDFCBANK,"1,499.15","1,505.00",5.85,0.39,"1,505.00",11548,"17,379,740.00","6,542,310,668,551.37","1,641.00",993.00,15-Jul-2021
SBIN,431.05,432.70,1.65,0.38,432.70,41410,"17,918,107.00","1,654,190,134,744.20",441.95,175.50,15-Jul-2021
EICHERMOT,"2,700.00","2,710.00",10.00,0.37,"2,710.00",523,"1,417,330.00","376,455,857,094.00","3,037.00","1,832.50",15-Jul-2021
HCLTECH,989.45,993.00,3.55,0.36,993.00,12371,"12,284,403.00","1,074,014,371,694.88","1,067.00",588.10,15-Jul-2021
DRREDDY,"5,390.85","5,410.00",19.15,0.36,"5,410.00",707,"3,824,870.00","654,618,188,942.64","5,614.60","3,874.00",15-Jul-2021
ADANIPORTS,697.25,699.70,2.45,0.35,699.70,17143,"11,994,957.10","512,500,109,528.61",901.00,298.00,15-Jul-2021
LT,"1,544.70","1,550.00",5.30,0.34,"1,550.00",5036,"7,805,800.00","1,865,936,157,178.66","1,593.00",843.00,15-Jul-2021
HEROMOTOCO,"2,900.70","2,910.00",9.30,0.32,"2,910.00",493,"1,434,630.00","376,694,845,164.50","3,629.05","2,604.00",15-Jul-2021
HDFC,"2,531.10","2,539.00",7.90,0.31,"2,539.00",8242,"20,926,438.00","4,563,301,100,443.80","2,896.00","1,623.00",15-Jul-2021
TATAMOTORS,309.55,310.50,0.95,0.31,310.50,69026,"21,432,573.00","555,012,685,074.11",360.75,100.60,15-Jul-2021
ASIANPAINT,"3,001.95","3,010.00",8.05,0.27,"3,010.00",2317,"6,974,170.00","1,353,347,988,674.54","3,092.85","1,645.10",15-Jul-2021
UPL,819.75,821.75,2.00,0.24,821.75,2792,"2,294,326.00","450,954,909,040.32",864.70,399.00,15-Jul-2021
ULTRACEMCO,"7,118.05","7,134.35",16.30,0.23,"7,134.35",273,"1,947,677.55","821,862,717,434.56","7,238.95","3,735.00",15-Jul-2021
HDFCLIFE,688.50,690.00,1.50,0.22,690.00,2594,"1,789,860.00","570,819,873,456.36",746.00,555.95,15-Jul-2021
CIPLA,977.15,979.00,1.85,0.19,979.00,1793,"1,755,347.00","496,544,590,832.19",997.00,631.25,15-Jul-2021
ITC,204.10,204.40,0.30,0.15,204.40,55039,"11,249,971.60","1,783,686,926,503.35",239.20,163.35,15-Jul-2021
BPCL,448.70,449.30,0.60,0.13,449.30,3842,"1,726,210.60","418,537,793,680.10",493.90,325.00,15-Jul-2021
INDUSINDBK,"1,052.60","1,054.00",1.40,0.13,"1,054.00",2505,"2,640,270.00","635,346,084,224.59","1,119.50",483.25,15-Jul-2021
ICICIBANK,664.35,665.10,0.75,0.11,665.10,18198,"12,103,489.80","4,600,384,582,006.95",679.40,333.75,15-Jul-2021
TATASTEEL,"1,244.70","1,246.10",1.40,0.11,"1,246.10",23622,"29,435,374.20","972,814,138,097.49","1,258.50",331.55,15-Jul-2021
SBILIFE,"1,052.40","1,053.50",1.10,0.10,"1,053.50",1362,"1,434,867.00","463,106,687,498.93","1,060.85",755.25,15-Jul-2021
TATACONSUM,768.20,769.00,0.80,0.10,769.00,1258,"967,402.00","460,158,417,850.95",786.85,402.35,15-Jul-2021
DIVISLAB,"4,623.20","4,626.00",2.80,0.06,"4,626.00",246,"1,137,996.00","589,110,882,746.88","4,661.65","2,177.05",15-Jul-2021
AXISBANK,770.05,770.50,0.45,0.06,770.50,11022,"8,492,451.00","1,982,632,059,677.39",799.00,400.15,15-Jul-2021
HINDALCO,391.65,391.80,0.15,0.04,391.80,6930,"2,715,174.00","571,999,105,284.65",427.50,154.30,15-Jul-2021
GRASIM,"1,567.80","1,568.00",0.20,0.01,"1,568.00",1352,"2,119,936.00","598,405,983,782.72","1,582.15",565.00,15-Jul-2021
SUNPHARMA,685.95,686.00,0.05,0.01,686.00,1874,"1,285,564.00","740,620,720,202.18",721.85,452.25,15-Jul-2021
BAJAJ-AUTO,"3,953.85","3,954.00",0.15,0.00,"3,954.00",800,"3,163,200.00","514,851,206,412.15","4,361.40","2,822.45",15-Jul-2021
BAJFINANCE,"6,133.90","6,133.90",-,-,"6,133.90",4011,"24,603,072.90","1,629,050,435,230.02","6,342.80","3,006.90",15-Jul-2021
SHREECEM,"28,414.70","28,414.70",-,-,"28,414.70",71,"2,017,443.70","379,332,743,172.37","32,048.00","18,183.55",15-Jul-2021
NTPC,120.75,120.75,-,-,120.75,22876,"2,762,277.00","573,727,493,483.45",122.00,78.10,15-Jul-2021
TECHM,"1,078.50","1,078.00",-0.50,-0.05,"1,078.00",5898,"6,358,044.00","668,834,760,978.24","1,109.40",588.10,15-Jul-2021
JSWSTEEL,700.40,700.00,-0.40,-0.06,700.00,4725,"3,307,500.00","677,208,478,470.40",773.00,191.65,15-Jul-2021
NESTLEIND,"17,539.70","17,525.00",-14.70,-0.08,"17,525.00",23,"403,075.00","625,708,011,552.32","18,844.00","15,100.00",15-Jul-2021
IOC,107.10,107.00,-0.10,-0.09,107.00,92715,"9,920,505.00","272,229,233,547.47",117.85,71.65,15-Jul-2021
COALINDIA,148.15,148.00,-0.15,-0.10,148.00,8192,"1,212,416.00","310,422,788,559.32",165.00,109.55,15-Jul-2021
BAJAJFINSV,"12,991.20","12,976.00",-15.20,-0.12,"12,976.00",286,"3,711,136.00","785,606,817,747.26","13,033.00","5,400.00",15-Jul-2021
WIPRO,561.70,561.00,-0.70,-0.12,561.00,160529,"90,056,769.00","830,973,615,781.85",564.00,224.10,15-Jul-2021
TITAN,"1,710.35","1,705.50",-4.85,-0.28,"1,705.50",2567,"4,378,018.50","713,659,777,615.32","1,792.95",941.80,15-Jul-2021
INFY,"1,576.90","1,557.90",-19.00,-1.20,"1,557.90",170284,"265,285,443.60","5,846,051,515,474.99","1,591.00",781.35,15-Jul-2021
ONGC,120.80,119.20,-1.60,-1.32,119.20,82261,"9,805,511.20","440,712,341,144.59",128.50,64.10,15-Jul-2021
ICICIBANK,685.05,692.50,9.45,1.38,692.50,101243,"70,110,777.50","4,743,724,629,944.85",687.75,333.75,29-Jul-2021
BHARTIARTL,567.90,574.10,6.20,1.09,574.10,162290,"93,170,689.00","1,341,136,582,763.80",623.00,394.00,29-Jul-2021
TATAMOTORS,284.45,287.55,3.10,1.09,287.55,166324,"47,826,466.20","510,009,233,627.30",360.75,102.00,29-Jul-2021
UPL,814.65,822.95,8.30,1.02,822.95,4535,"3,732,078.25","448,149,334,125.89",864.70,399.00,29-Jul-2021
HINDALCO,416.30,420.50,4.20,1.01,420.50,38200,"16,063,100.00","608,000,070,292.36",427.50,154.40,29-Jul-2021
TITAN,"1,723.55","1,739.00",15.45,0.90,"1,739.00",4006,"6,966,434.00","719,167,602,951.96","1,792.95","1,028.55",29-Jul-2021
ADANIPORTS,665.40,671.00,5.60,0.84,671.00,17722,"11,891,462.00","489,089,383,836.98",901.00,308.05,29-Jul-2021
TECHM,"1,119.55","1,128.70",9.15,0.82,"1,128.70",8363,"9,439,318.10","694,292,032,130.91","1,152.50",642.55,29-Jul-2021
RELIANCE,"2,037.35","2,054.00",16.65,0.82,"2,054.00",66827,"137,262,658.00","6,586,988,864,671.32","2,369.35","1,830.00",29-Jul-2021
HDFCBANK,"1,417.30","1,428.25",10.95,0.77,"1,428.25",23118,"33,018,283.50","6,185,116,172,856.53","1,641.00",993.00,29-Jul-2021
NTPC,116.80,117.70,0.90,0.77,117.70,22525,"2,651,192.50","554,959,596,181.09",122.00,78.10,29-Jul-2021
TATASTEEL,"1,365.00","1,375.00",10.00,0.73,"1,375.00",37671,"51,797,625.00","1,066,836,425,245.50","1,369.95",342.75,29-Jul-2021
SHREECEM,"27,491.45","27,680.00",188.55,0.69,"27,680.00",63,"1,743,840.00","367,007,469,453.70","32,048.00","18,183.55",29-Jul-2021
KOTAKBANK,"1,652.85","1,664.00",11.15,0.67,"1,664.00",9965,"16,581,760.00","2,424,676,622,638.64","2,049.00","1,230.60",29-Jul-2021
GRASIM,"1,533.55","1,543.00",9.45,0.62,"1,543.00",1821,"2,809,803.00","585,333,267,272.61","1,599.50",565.00,29-Jul-2021
JSWSTEEL,721.70,725.50,3.80,0.53,725.50,9066,"6,577,383.00","697,803,196,619.20",773.00,207.45,29-Jul-2021
INDUSINDBK,992.75,997.95,5.20,0.52,997.95,5633,"5,621,452.35","599,220,810,482.58","1,119.50",483.25,29-Jul-2021
CIPLA,889.90,894.35,4.45,0.50,894.35,5944,"5,316,016.40","452,207,983,811.66",997.00,644.25,29-Jul-2021
BAJFINANCE,"6,262.00","6,289.95",27.95,0.45,"6,289.95",1607,"10,107,949.65","1,663,071,426,891.60","6,342.80","3,006.90",29-Jul-2021
DRREDDY,"4,731.75","4,750.00",18.25,0.39,"4,750.00",3177,"15,090,750.00","574,582,786,671.74","5,614.60","4,007.35",29-Jul-2021
DIVISLAB,"4,890.60","4,908.90",18.30,0.37,"4,908.90",734,"3,603,132.60","623,184,305,927.04","4,944.75","2,332.00",29-Jul-2021
WIPRO,591.95,593.60,1.65,0.28,593.60,12198,"7,240,732.80","875,725,176,895.26",601.80,268.00,29-Jul-2021
HEROMOTOCO,"2,777.70","2,784.80",7.10,0.26,"2,784.80",1356,"3,776,188.80","360,721,643,538.95","3,629.05","2,620.75",29-Jul-2021
HCLTECH,983.10,985.55,2.45,0.25,985.55,4645,"4,577,879.75","1,067,121,662,351.04","1,067.00",677.05,29-Jul-2021
BAJAJ-AUTO,"3,818.50","3,827.80",9.30,0.24,"3,827.80",913,"3,494,781.40","497,226,584,641.50","4,361.40","2,822.45",29-Jul-2021
IOC,104.00,104.25,0.25,0.24,104.25,29858,"3,112,696.50","264,349,582,529.76",117.85,71.65,29-Jul-2021
ULTRACEMCO,"7,654.65","7,670.00",15.35,0.20,"7,670.00",615,"4,717,050.00","883,819,508,153.28","7,685.00","3,753.90",29-Jul-2021
HDFCLIFE,664.85,666.05,1.20,0.18,666.05,3406,"2,268,566.30","551,212,190,076.20",746.00,555.95,29-Jul-2021
M&M,728.70,730.00,1.30,0.18,730.00,4878,"3,560,940.00","697,554,093,245.86",952.05,567.50,29-Jul-2021
SBIN,425.50,426.00,0.50,0.12,426.00,31083,"13,241,358.00","1,632,891,549,318.31",441.95,175.50,29-Jul-2021
TCS,"3,197.80","3,200.25",2.45,0.08,"3,200.25",9327,"29,848,731.75","3,312,071,414,562.23","3,399.65","2,215.00",29-Jul-2021
TATACONSUM,754.90,755.00,0.10,0.01,755.00,1660,"1,253,300.00","452,191,603,274.78",788.15,409.00,29-Jul-2021
BRITANNIA,"3,424.10","3,424.20",0.10,0.00,"3,424.20",260,"890,292.00","404,130,994,843.46","4,005.00","3,317.30",29-Jul-2021
ITC,209.10,209.10,-,-,209.10,39405,"8,239,585.50","1,827,383,323,526.95",239.20,163.35,29-Jul-2021
ASIANPAINT,"3,004.10","3,004.10",-,-,"3,004.10",2066,"6,206,470.60","1,354,317,258,041.33","3,179.50","1,697.50",29-Jul-2021
COALINDIA,144.05,144.05,-,-,144.05,17531,"2,525,340.55","301,831,945,271.48",165.00,109.55,29-Jul-2021
HINDUNILVR,"2,361.40","2,361.40",-,-,"2,361.40",1896,"4,477,214.40","2,108,361,251,180.22","2,533.95","2,000.05",29-Jul-2021
SUNPHARMA,687.80,687.80,-,-,687.80,5522,"3,798,031.60","742,618,166,564.70",721.85,452.25,29-Jul-2021
LT,"1,594.20","1,594.00",-0.20,-0.01,"1,594.00",7685,"12,249,890.00","1,925,730,188,239.93","1,647.15",843.00,29-Jul-2021
EICHERMOT,"2,550.40","2,550.00",-0.40,-0.02,"2,550.00",527,"1,343,850.00","355,597,414,049.09","3,037.00","2,006.67",29-Jul-2021
SBILIFE,"1,133.40","1,133.00",-0.40,-0.04,"1,133.00",2662,"3,016,046.00","498,750,588,760.25","1,138.80",755.25,29-Jul-2021
ONGC,114.35,114.30,-0.05,-0.04,114.30,21442,"2,450,820.60","417,180,928,889.77",128.50,64.10,29-Jul-2021
POWERGRID,228.10,171.00,-0.10,-0.06,171.00,43559,"7,448,589.00","584,729,543,367.31",188.63,115.95,29-Jul-2021
HDFC,"2,425.80","2,424.00",-1.80,-0.07,"2,424.00",13697,"33,201,528.00","4,373,456,524,616.40","2,896.00","1,623.00",29-Jul-2021
BAJAJFINSV,"13,970.55","13,960.00",-10.55,-0.08,"13,960.00",365,"5,095,400.00","844,830,294,944.20","14,001.00","5,400.00",29-Jul-2021
BPCL,453.45,452.00,-1.45,-0.32,452.00,11883,"5,371,116.00","422,968,492,409.72",493.90,325.00,29-Jul-2021
INFY,"1,605.60","1,600.10",-5.50,-0.34,"1,600.10",14111,"22,579,011.10","5,952,451,210,125.34","1,611.65",912.10,29-Jul-2021
AXISBANK,722.90,720.00,-2.90,-0.40,720.00,29152,"20,989,440.00","1,861,235,914,474.10",799.00,400.15,29-Jul-2021
NESTLEIND,"18,022.55","17,950.00",-72.55,-0.40,"17,950.00",718,"12,888,100.00","642,933,113,086.45","18,844.00","15,100.00",29-Jul-2021
MARUTI,"7,165.05","7,130.00",-35.05,-0.49,"7,130.00",5173,"36,883,490.00","952,344,242,917.32","8,329.00","6,031.15",29-Jul-2021
POWERGRID,233.85,233.85,-,-,233.50,61295,"14,333,835.75","599,469,547,200.55",251.50,154.60,19-Jul-2021
NTPC,119.10,119.10,-,-,119.40,25517,"3,039,074.70","565,887,738,914.11",122.00,78.10,19-Jul-2021
HCLTECH,"1,005.00","1,005.00",-,-,"1,006.00",18891,"18,985,455.00","1,090,893,368,592.00","1,067.00",607.15,19-Jul-2021
ASIANPAINT,"2,989.30","2,989.30",-,-,"2,989.90",3445,"10,298,138.50","1,347,645,078,214.09","3,092.85","1,645.10",19-Jul-2021
BRITANNIA,"3,441.00","3,440.40",-0.60,-0.02,"3,444.00",1227,"4,221,370.80","406,125,625,202.64","4,010.00","3,317.30",19-Jul-2021
TITAN,"1,695.35","1,693.90",-1.45,-0.09,"1,695.00",3058,"5,179,946.20","707,400,885,187.32","1,792.95",941.80,19-Jul-2021
DRREDDY,"5,406.55","5,398.80",-7.75,-0.14,"5,405.05",933,"5,037,080.40","656,524,661,125.39","5,614.60","3,962.95",19-Jul-2021
DIVISLAB,"4,757.60","4,750.00",-7.60,-0.16,"4,766.55",2418,"11,485,500.00","606,236,791,779.84","4,772.00","2,177.05",19-Jul-2021
HDFCLIFE,698.00,696.85,-1.15,-0.16,698.30,12093,"8,427,007.05","578,696,109,909.28",746.00,555.95,19-Jul-2021
ADANIPORTS,687.60,686.40,-1.20,-0.17,689.00,32983,"22,639,531.20","505,407,063,910.90",901.00,298.00,19-Jul-2021
BAJAJ-AUTO,"3,931.95","3,922.00",-9.95,-0.25,"3,934.00",1527,"5,988,894.00","511,999,494,430.05","4,361.40","2,822.45",19-Jul-2021
TATACONSUM,763.00,761.00,-2.00,-0.26,762.00,2924,"2,225,164.00","457,043,573,054.25",786.85,402.35,19-Jul-2021
UPL,837.55,835.00,-2.55,-0.30,836.10,5429,"4,533,215.00","460,746,915,604.42",864.70,399.00,19-Jul-2021
EICHERMOT,"2,617.25","2,609.00",-8.25,-0.32,"2,619.10",2049,"5,345,841.00","364,918,182,214.55","3,037.00","1,832.50",19-Jul-2021
SHREECEM,"28,096.15","28,006.00",-90.15,-0.32,"28,070.00",79,"2,212,474.00","375,080,139,930.47","32,048.00","18,183.55",19-Jul-2021
IOC,106.10,105.75,-0.35,-0.33,106.20,59397,"6,281,232.75","269,687,410,638.53",117.85,71.65,19-Jul-2021
COALINDIA,145.55,145.00,-0.55,-0.38,145.80,47380,"6,870,100.00","304,974,936,718.25",165.00,109.55,19-Jul-2021
BHARTIARTL,541.15,539.00,-2.15,-0.40,540.95,41345,"22,284,955.00","1,277,964,539,113.63",623.00,394.00,19-Jul-2021
BPCL,448.00,446.20,-1.80,-0.40,449.05,15443,"6,890,666.60","417,884,848,604.16",493.90,325.00,19-Jul-2021
ULTRACEMCO,"7,334.55","7,304.80",-29.75,-0.41,"7,320.15",986,"7,202,532.80","846,860,192,631.36","7,360.00","3,735.00",19-Jul-2021
TCS,"3,194.80","3,180.00",-14.80,-0.46,"3,194.50",8887,"28,260,660.00","3,308,964,211,408.91","3,399.65","2,125.10",19-Jul-2021
SBILIFE,"1,050.25","1,044.90",-5.35,-0.51,"1,050.00",2339,"2,444,021.10","462,160,583,946.93","1,064.95",755.25,19-Jul-2021
M&M,779.80,775.80,-4.00,-0.51,780.45,6745,"5,232,771.00","746,469,990,274.62",952.05,542.55,19-Jul-2021
CIPLA,977.15,972.10,-5.05,-0.52,975.00,2876,"2,795,759.60","496,544,590,832.19",997.00,635.90,19-Jul-2021
ITC,207.90,206.80,-1.10,-0.53,207.85,105739,"21,866,825.20","1,816,896,188,241.29",239.20,163.35,19-Jul-2021
RELIANCE,"2,112.40","2,101.00",-11.40,-0.54,"2,110.00",34228,"71,913,028.00","6,829,634,219,810.88","2,369.35","1,812.45",19-Jul-2021
INFY,"1,555.45","1,544.85",-10.60,-0.68,"1,556.75",20078,"31,017,498.30","5,766,529,792,469.76","1,596.85",892.15,19-Jul-2021
HINDUNILVR,"2,417.40","2,400.40",-17.00,-0.70,"2,417.95",2506,"6,015,402.40","2,158,360,501,652.86","2,533.95","2,000.05",19-Jul-2021
MARUTI,"7,303.55","7,251.70",-51.85,-0.71,"7,296.95",1072,"7,773,822.40","970,753,001,773.72","8,329.00","5,752.00",19-Jul-2021
TATAMOTORS,311.25,309.00,-2.25,-0.72,311.10,132182,"40,844,238.00","558,060,727,602.38",360.75,100.60,19-Jul-2021
BAJFINANCE,"6,125.45","6,080.00",-45.45,-0.74,"6,130.00",5352,"32,540,160.00","1,626,806,271,455.31","6,342.80","3,006.90",19-Jul-2021
BAJAJFINSV,"12,745.70","12,651.00",-94.70,-0.74,"12,766.25",821,"10,386,471.00","770,760,885,596.50","13,110.00","5,400.00",19-Jul-2021
HEROMOTOCO,"2,904.70","2,882.00",-22.70,-0.78,"2,901.00",1353,"3,899,346.00","377,214,298,875.90","3,629.05","2,613.05",19-Jul-2021
NESTLEIND,"17,654.20","17,511.20",-143.00,-0.81,"17,615.10",159,"2,784,280.80","629,792,663,360.66","18,844.00","15,100.00",19-Jul-2021
GRASIM,"1,572.30","1,558.80",-13.50,-0.86,"1,569.90",1923,"2,997,572.40","600,123,566,973.83","1,582.15",565.00,19-Jul-2021
KOTAKBANK,"1,749.50","1,733.90",-15.60,-0.89,"1,747.15",26957,"46,740,742.30","2,566,458,995,859.45","2,049.00","1,230.60",19-Jul-2021
JSWSTEEL,703.60,696.95,-6.65,-0.95,702.10,11135,"7,760,538.25","680,302,520,633.60",773.00,192.60,19-Jul-2021
WIPRO,577.75,572.00,-5.75,-1.00,576.85,57732,"33,022,704.00","854,717,832,504.83",589.25,255.05,19-Jul-2021
LT,"1,618.75","1,600.00",-18.75,-1.16,"1,617.00",10366,"16,585,600.00","1,955,385,611,725.88","1,625.00",843.00,19-Jul-2021
TECHM,"1,103.15","1,090.00",-13.15,-1.19,"1,102.90",4583,"4,995,470.00","684,121,526,725.22","1,119.70",588.10,19-Jul-2021
TATASTEEL,"1,278.45","1,258.95",-19.50,-1.53,"1,274.75",23246,"29,265,551.70","999,191,961,798.62","1,281.30",331.55,19-Jul-2021
SUNPHARMA,688.60,678.05,-10.55,-1.53,688.45,13357,"9,056,713.85","743,481,927,153.90",721.85,452.25,19-Jul-2021
SBIN,430.00,423.40,-6.60,-1.53,430.60,79033,"33,462,572.20","1,650,160,672,636.60",441.95,175.50,19-Jul-2021
ONGC,116.80,114.80,-2.00,-1.71,116.55,124626,"14,307,064.80","426,119,217,265.63",128.50,64.10,19-Jul-2021
INDUSINDBK,"1,044.30","1,024.00",-20.30,-1.94,"1,042.50",11431,"11,705,344.00","630,336,230,054.86","1,119.50",483.25,19-Jul-2021
HDFC,"2,536.90","2,487.00",-49.90,-1.97,"2,538.00",49419,"122,905,053.00","4,573,757,876,700.20","2,896.00","1,623.00",19-Jul-2021
HINDALCO,405.50,396.90,-8.60,-2.12,405.50,16971,"6,735,789.90","592,226,828,017.18",427.50,154.30,19-Jul-2021
ICICIBANK,660.30,645.10,-15.20,-2.30,660.70,138579,"89,397,312.90","4,572,339,790,019.10",679.40,333.75,19-Jul-2021
HDFCBANK,"1,522.35","1,487.00",-35.35,-2.32,"1,522.30",116644,"173,449,628.00","6,643,555,779,120.96","1,641.00",993.00,19-Jul-2021
AXISBANK,771.15,752.10,-19.05,-2.47,771.00,42551,"32,002,607.10","1,985,464,207,285.52",799.00,400.15,19-Jul-2021
INDUSINDBK,975.80,992.00,16.20,1.66,992.00,48362,"47,975,104.00","588,989,843,232.34","1,119.50",483.25,28-Jul-2021
CIPLA,913.10,921.60,8.50,0.93,921.60,11892,"10,959,667.20","463,997,201,953.51",997.00,644.25,28-Jul-2021
SBILIFE,"1,105.15","1,115.00",9.85,0.89,"1,115.00",7357,"8,203,055.00","486,319,228,135.16","1,113.75",755.25,28-Jul-2021
HDFCLIFE,668.75,674.45,5.70,0.85,674.45,7461,"5,032,071.45","554,445,592,409.50",746.00,555.95,28-Jul-2021
ADANIPORTS,663.20,668.40,5.20,0.78,668.40,29247,"19,548,694.80","487,472,316,442.27",901.00,298.00,28-Jul-2021
UPL,812.75,818.65,5.90,0.73,818.65,4156,"3,402,309.40","447,104,119,942.08",864.70,399.00,28-Jul-2021
COALINDIA,142.45,143.45,1.00,0.70,143.45,17241,"2,473,221.45","298,479,421,061.59",165.00,109.55,28-Jul-2021
M&M,745.55,750.70,5.15,0.69,750.70,2975,"2,233,332.50","713,683,894,907.98",952.05,567.50,28-Jul-2021
GRASIM,"1,518.70","1,528.00",9.30,0.61,"1,528.00",2309,"3,528,152.00","579,665,242,741.95","1,599.50",565.00,28-Jul-2021
NESTLEIND,"18,226.10","18,334.00",107.90,0.59,"18,334.00",117,"2,145,078.00","650,194,518,113.41","18,844.00","15,100.00",28-Jul-2021
NTPC,118.85,119.55,0.70,0.59,119.55,30372,"3,630,972.60","564,699,897,312.69",122.00,78.10,28-Jul-2021
