"SYMBOL 
","PREV. CLOSE 
","IEP  PRICE 
","CHNG 
","%CHNG 
","FINAL PRICE 
","FINAL QUANTITY 
",VALUE ,FFM CAP ,"NM 52W H 
","NM 52W L 
",Date
BHARTIARTL,523.95,523.50,-0.45,-0.09,524.10,49019,"25,661,446.50","1,237,345,505,439.50",623.00,394.00,06-Jul-2021
IOC,108.80,108.70,-0.10,-0.09,108.85,51874,"5,638,703.80","276,550,332,492.67",117.85,71.65,06-Jul-2021
LT,"1,507.95","1,506.00",-1.95,-0.13,"1,506.00",3841,"5,784,546.00","1,821,543,618,966.51","1,593.00",843.00,06-Jul-2021
M&M,791.75,790.70,-1.05,-0.13,790.60,4517,"3,571,591.90","757,909,226,468.24",952.05,533.65,06-Jul-2021
INDUSINDBK,"1,020.55","1,018.70",-1.85,-0.18,"1,019.50",5400,"5,500,980.00","616,000,803,966.76","1,119.50",483.25,06-Jul-2021
BAJAJFINSV,"11,923.10","11,900.00",-23.10,-0.19,"11,905.40",458,"5,450,200.00","721,016,430,251.43","12,520.00","5,400.00",06-Jul-2021
ITC,203.65,203.25,-0.40,-0.20,203.65,65416,"13,295,802.00","1,779,754,250,771.23",239.20,163.35,06-Jul-2021
RELIANCE,"2,150.20","2,145.95",-4.25,-0.20,"2,150.00",17989,"38,603,494.55","6,951,846,004,278.24","2,369.35","1,786.25",06-Jul-2021
SBIN,432.65,431.75,-0.90,-0.21,433.70,61437,"26,525,424.75","1,660,330,267,479.59",441.95,175.50,06-Jul-2021
BAJFINANCE,"6,072.70","6,055.00",-17.70,-0.29,"6,070.00",1434,"8,682,870.00","1,612,796,846,707.86","6,249.00","2,955.00",06-Jul-2021
SUNPHARMA,680.20,678.00,-2.20,-0.32,681.00,7599,"5,152,122.00","734,412,440,967.30",721.85,452.25,06-Jul-2021
TCS,"3,321.00","3,310.00",-11.00,-0.33,"3,328.00",8813,"29,171,030.00","3,439,673,890,725.24","3,399.65","2,125.10",06-Jul-2021
INFY,"1,578.95","1,573.70",-5.25,-0.33,"1,583.65",17378,"27,347,758.60","5,853,651,493,664.30","1,591.00",761.50,06-Jul-2021
HINDUNILVR,"2,499.05","2,490.00",-9.05,-0.36,"2,500.00",2299,"5,724,510.00","2,231,261,194,529.48","2,533.95","2,000.05",06-Jul-2021
POWERGRID,230.30,229.40,-0.90,-0.39,230.15,13584,"3,116,169.60","590,369,197,007.86",251.50,154.60,06-Jul-2021
ASIANPAINT,"3,014.80","3,003.00",-11.80,-0.39,"3,011.05",4470,"13,423,410.00","1,359,141,063,727.24","3,092.85","1,645.10",06-Jul-2021
NTPC,118.60,118.10,-0.50,-0.42,118.55,30242,"3,571,580.20","563,512,055,711.28",121.00,78.10,06-Jul-2021
ICICIBANK,647.85,645.00,-2.85,-0.44,647.05,21783,"14,050,035.00","4,486,128,022,056.45",679.40,333.75,06-Jul-2021
AXISBANK,760.35,757.00,-3.35,-0.44,760.45,10778,"8,158,946.00","1,957,657,667,132.92",799.00,400.15,06-Jul-2021
BAJAJFINSV,"12,109.05","12,198.00",88.95,0.73,"12,198.00",849,"10,356,102.00","732,261,241,181.92","12,520.00","5,400.00",01-Jul-2021
BHARTIARTL,525.65,529.00,3.35,0.64,529.00,18919,"10,008,151.00","1,241,360,177,372.41",623.00,394.00,01-Jul-2021
JSWSTEEL,683.90,687.80,3.90,0.57,687.80,9508,"6,539,602.40","661,254,823,566.40",773.00,187.80,01-Jul-2021
TATAMOTORS,339.60,341.50,1.90,0.56,341.50,121768,"41,583,772.00","608,891,319,176.76",360.75,97.30,01-Jul-2021
CIPLA,971.90,977.20,5.30,0.55,977.20,11124,"10,870,372.80","493,876,772,071.64",997.00,621.05,01-Jul-2021
HINDUNILVR,"2,471.30","2,484.00",12.70,0.51,"2,484.00",5665,"14,071,860.00","2,206,484,780,232.77","2,533.95","2,000.05",01-Jul-2021
ASIANPAINT,"2,992.70","3,008.00",15.30,0.51,"3,008.00",1980,"5,955,840.00","1,349,177,876,282.51","3,092.85","1,645.10",01-Jul-2021
ICICIBANK,630.90,633.95,3.05,0.48,633.95,25320,"16,051,614.00","4,368,755,374,107.30",679.40,333.75,01-Jul-2021
HDFCLIFE,686.30,689.50,3.20,0.47,689.50,9667,"6,665,396.50","568,995,902,909.37",746.00,537.00,01-Jul-2021
TATASTEEL,"1,166.60","1,171.90",5.30,0.45,"1,171.90",19843,"23,254,011.70","911,773,900,140.22","1,246.85",320.30,01-Jul-2021
BAJFINANCE,"6,015.85","6,040.00",24.15,0.40,"6,040.00",2523,"15,238,920.00","1,597,698,537,762.03","6,249.00","2,806.00",01-Jul-2021
UPL,792.85,796.00,3.15,0.40,796.00,3993,"3,178,428.00","436,156,876,648.51",864.70,399.00,01-Jul-2021
TCS,"3,345.75","3,358.00",12.25,0.37,"3,358.00",9559,"32,099,122.00","3,465,308,316,740.13","3,399.65","2,075.05",01-Jul-2021
HCLTECH,983.50,987.00,3.50,0.36,987.00,5155,"5,087,985.00","1,067,555,848,766.40","1,067.00",551.00,01-Jul-2021
RELIANCE,"2,110.65","2,118.00",7.35,0.35,"2,118.00",89039,"188,584,602.00","6,823,976,266,826.28","2,369.35","1,695.55",01-Jul-2021
SHREECEM,"27,504.60","27,600.00",95.40,0.35,"27,600.00",120,"3,312,000.00","367,183,020,333.10","32,048.00","18,183.55",01-Jul-2021
NTPC,116.40,116.80,0.40,0.34,116.80,25091,"2,930,628.80","553,059,049,618.82",121.00,78.10,01-Jul-2021
EICHERMOT,"2,671.15","2,680.00",8.85,0.33,"2,680.00",824,"2,208,320.00","372,433,356,546.90","3,037.00","1,797.00",01-Jul-2021
ADANIPORTS,703.70,706.00,2.30,0.33,706.00,17600,"12,425,600.00","517,241,057,117.65",901.00,298.00,01-Jul-2021
GRASIM,"1,498.75","1,503.25",4.50,0.30,"1,503.25",3015,"4,532,298.75","572,050,623,928.03","1,547.00",565.00,01-Jul-2021
HDFCBANK,"1,497.90","1,502.00",4.10,0.27,"1,502.00",21767,"32,694,034.00","6,536,855,651,818.10","1,641.00",993.00,01-Jul-2021
SBIN,419.20,420.30,1.10,0.26,420.30,59505,"25,009,951.50","1,608,714,776,672.70",441.95,175.50,01-Jul-2021
KOTAKBANK,"1,705.85","1,709.90",4.05,0.24,"1,709.90",28256,"48,314,934.40","2,502,425,880,586.94","2,049.00","1,230.60",01-Jul-2021
AXISBANK,748.30,750.00,1.70,0.23,750.00,10524,"7,893,000.00","1,926,632,777,425.61",799.00,400.15,01-Jul-2021
DIVISLAB,"4,408.25","4,417.00",8.75,0.20,"4,417.00",1130,"4,991,210.00","561,720,896,536.80","4,432.00","2,090.05",01-Jul-2021
HDFC,"2,475.25","2,480.00",4.75,0.19,"2,480.00",36522,"90,574,560.00","4,462,609,556,664.50","2,896.00","1,623.00",01-Jul-2021
TATACONSUM,754.40,755.80,1.40,0.19,755.80,2603,"1,967,347.40","451,892,098,967.40",771.90,380.50,01-Jul-2021
BAJAJ-AUTO,"4,133.85","4,141.00",7.15,0.17,"4,141.00",827,"3,424,607.00","538,289,935,032.15","4,361.40","2,811.60",01-Jul-2021
ITC,202.70,202.90,0.20,0.10,202.90,52710,"10,694,859.00","1,771,451,935,336.74",239.20,163.35,01-Jul-2021
SBILIFE,"1,008.15","1,009.00",0.85,0.08,"1,009.00",1385,"1,397,465.00","443,634,556,254.32","1,044.70",755.25,01-Jul-2021
HEROMOTOCO,"2,902.60","2,905.00",2.40,0.08,"2,905.00",1985,"5,766,425.00","376,941,585,677.41","3,629.05","2,512.00",01-Jul-2021
HINDALCO,372.05,372.30,0.25,0.07,372.30,26101,"9,717,402.30","543,373,591,525.99",427.50,144.50,01-Jul-2021
POWERGRID,232.40,232.55,0.15,0.06,232.55,12851,"2,988,500.05","595,752,502,755.65",251.50,154.60,01-Jul-2021
DRREDDY,"5,423.05","5,426.00",2.95,0.05,"5,426.00",954,"5,176,404.00","658,528,278,387.52","5,515.00","3,814.00",01-Jul-2021
TECHM,"1,095.45","1,096.00",0.55,0.05,"1,096.00",4983,"5,461,368.00","679,346,350,406.69","1,109.40",536.05,01-Jul-2021
ONGC,117.70,117.75,0.05,0.04,117.75,76801,"9,043,317.75","429,402,670,138.40",128.50,64.10,01-Jul-2021
M&M,777.70,778.00,0.30,0.04,778.00,11993,"9,330,554.00","744,459,747,930.98",952.05,494.25,01-Jul-2021
ULTRACEMCO,"6,776.00","6,777.30",1.30,0.02,"6,777.30",790,"5,354,067.00","782,369,015,859.20","7,055.95","3,735.00",01-Jul-2021
IOC,107.90,107.90,-,-,107.90,63012,"6,798,994.80","274,262,691,874.63",117.85,71.65,01-Jul-2021
BPCL,468.10,468.10,-,-,468.10,4587,"2,147,174.70","436,633,700,070.55",493.90,325.00,01-Jul-2021
NESTLEIND,"17,633.00","17,630.00",-3.00,-0.02,"17,630.00",146,"2,573,980.00","629,036,378,484.36","18,844.00","15,100.00",01-Jul-2021
COALINDIA,146.65,146.60,-0.05,-0.03,146.60,16033,"2,350,437.80","307,279,797,112.55",165.00,109.55,01-Jul-2021
SUNPHARMA,675.45,675.00,-0.45,-0.07,675.00,5577,"3,764,475.00","729,283,862,468.93",721.85,452.25,01-Jul-2021
WIPRO,545.65,545.00,-0.65,-0.12,545.00,6585,"3,588,825.00","807,229,399,058.87",564.00,218.00,01-Jul-2021
TITAN,"1,732.50","1,729.00",-3.50,-0.20,"1,729.00",2842,"4,913,818.00","722,902,075,434.00","1,792.95",941.80,01-Jul-2021
MARUTI,"7,515.90","7,500.00",-15.90,-0.21,"7,500.00",2118,"15,885,000.00","998,977,550,099.76","8,329.00","5,681.45",01-Jul-2021
LT,"1,500.55","1,497.10",-3.45,-0.23,"1,497.10",4824,"7,222,010.40","1,812,604,713,312.90","1,593.00",843.00,01-Jul-2021
INFY,"1,580.80","1,576.85",-3.95,-0.25,"1,576.85",45431,"71,637,872.35","5,860,510,010,566.85","1,591.00",724.25,01-Jul-2021
BRITANNIA,"3,649.65","3,640.00",-9.65,-0.26,"3,640.00",720,"2,620,800.00","430,751,638,483.24","4,010.00","3,317.30",01-Jul-2021
INDUSINDBK,"1,016.35","1,011.00",-5.35,-0.53,"1,011.00",8852,"8,949,372.00","613,465,697,037.49","1,119.50",472.00,01-Jul-2021
ULTRACEMCO,"7,459.00","7,599.80",140.80,1.89,"7,599.80",7438,"56,527,312.40","861,229,411,052.80","7,546.50","3,735.35",23-Jul-2021
JSWSTEEL,716.55,726.90,10.35,1.44,726.90,46663,"33,919,334.70","692,823,722,512.80",773.00,200.10,23-Jul-2021
ADANIPORTS,691.80,700.00,8.20,1.19,700.00,38701,"27,090,700.00","508,494,192,573.53",901.00,298.00,23-Jul-2021
BPCL,460.90,464.80,3.90,0.85,464.80,45890,"21,329,672.00","429,917,693,575.13",493.90,325.00,23-Jul-2021
TITAN,"1,701.75","1,714.65",12.90,0.76,"1,714.65",2467,"4,230,041.55","710,071,345,956.60","1,792.95","1,015.60",23-Jul-2021
RELIANCE,"2,120.70","2,134.45",13.75,0.65,"2,134.45",51466,"109,851,603.70","6,856,469,082,537.84","2,369.35","1,830.00",23-Jul-2021
HCLTECH,978.60,984.70,6.10,0.62,984.70,6893,"6,787,537.10","1,062,237,065,178.24","1,067.00",640.90,23-Jul-2021
BAJAJ-AUTO,"3,853.20","3,873.00",19.80,0.51,"3,873.00",2507,"9,709,611.00","501,745,050,658.80","4,361.40","2,822.45",23-Jul-2021
TATASTEEL,"1,273.00","1,279.35",6.35,0.50,"1,279.35",20575,"26,322,626.25","994,932,431,749.10","1,290.90",342.55,23-Jul-2021
TECHM,"1,148.60","1,123.95",5.35,0.48,"1,123.95",18107,"20,351,362.65","712,307,470,059.90","1,152.50",607.00,23-Jul-2021
TCS,"3,216.35","3,230.00",13.65,0.42,"3,230.00",8064,"26,046,720.00","3,331,284,287,393.59","3,399.65","2,125.10",23-Jul-2021
HEROMOTOCO,"2,838.25","2,850.05",11.80,0.42,"2,850.05",1157,"3,297,507.85","368,584,874,095.26","3,629.05","2,620.75",23-Jul-2021
WIPRO,584.20,586.50,2.30,0.39,586.50,20460,"11,999,790.00","864,259,900,907.53",589.25,262.55,23-Jul-2021
INDUSINDBK,992.15,996.00,3.85,0.39,996.00,3424,"3,410,304.00","598,858,652,349.83","1,119.50",483.25,23-Jul-2021
TATACONSUM,764.20,767.15,2.95,0.39,767.15,2611,"2,003,028.65","457,762,383,391.95",786.85,402.35,23-Jul-2021
AXISBANK,746.75,749.00,2.25,0.30,749.00,11625,"8,707,125.00","1,922,642,023,977.78",799.00,400.15,23-Jul-2021
HDFC,"2,490.30","2,497.80",7.50,0.30,"2,497.80",8353,"20,864,123.40","4,489,743,088,157.40","2,896.00","1,623.00",23-Jul-2021
EICHERMOT,"2,560.10","2,565.95",5.85,0.23,"2,565.95",608,"1,560,097.60","356,949,866,572.72","3,037.00","1,974.20",23-Jul-2021
CIPLA,949.90,952.00,2.10,0.22,952.00,1580,"1,504,160.00","482,697,341,075.06",997.00,644.25,23-Jul-2021
POWERGRID,233.25,233.75,0.50,0.21,233.75,13887,"3,246,086.25","597,931,459,844.04",251.50,154.60,23-Jul-2021
SBIN,422.05,422.90,0.85,0.20,422.90,24770,"10,475,233.00","1,619,651,888,107.62",441.95,175.50,23-Jul-2021
HDFCBANK,"1,448.70","1,451.50",2.80,0.19,"1,451.50",14363,"20,847,894.50","6,322,146,193,196.39","1,641.00",993.00,23-Jul-2021
BHARTIARTL,546.70,547.70,1.00,0.18,547.70,39263,"21,504,345.10","1,291,071,262,188.71",623.00,394.00,23-Jul-2021
NTPC,119.20,119.40,0.20,0.17,119.40,22162,"2,646,142.80","566,362,875,554.67",122.00,78.10,23-Jul-2021
KOTAKBANK,"1,707.20","1,710.00",2.80,0.16,"1,710.00",2540,"4,343,400.00","2,504,406,286,213.92","2,049.00","1,230.60",23-Jul-2021
HINDUNILVR,"2,378.15","2,382.00",3.85,0.16,"2,382.00",4702,"11,200,164.00","2,123,316,384,134.09","2,533.95","2,000.05",23-Jul-2021
HINDALCO,393.50,394.10,0.60,0.15,394.10,13256,"5,224,189.60","574,701,003,266.98",427.50,154.30,23-Jul-2021
LT,"1,642.15","1,644.00",1.85,0.11,"1,644.00",12008,"19,741,152.00","1,983,651,880,954.84","1,647.15",843.00,23-Jul-2021
BRITANNIA,"3,425.30","3,427.00",1.70,0.05,"3,427.00",450,"1,542,150.00","404,272,625,401.51","4,005.00","3,317.30",23-Jul-2021
SHREECEM,"28,080.00","28,085.10",5.10,0.02,"28,085.10",21,"589,787.10","374,864,539,420.80","32,048.00","18,183.55",23-Jul-2021
M&M,758.45,758.50,0.05,0.01,758.50,6972,"5,288,262.00","726,032,526,447.54",952.05,567.50,23-Jul-2021
MARUTI,"7,299.55","7,300.00",0.45,0.01,"7,300.00",888,"6,482,400.00","970,221,340,868.12","8,329.00","5,928.05",23-Jul-2021
DIVISLAB,"4,843.25","4,843.45",0.20,0.00,"4,843.45",580,"2,809,201.00","617,150,736,040.80","4,856.40","2,245.75",23-Jul-2021
IOC,106.70,106.70,-,-,106.70,27081,"2,889,542.70","271,212,504,383.90",117.85,71.65,23-Jul-2021
ICICIBANK,655.95,655.95,-,-,655.95,23639,"15,506,002.05","4,542,217,606,032.15",679.40,333.75,23-Jul-2021
COALINDIA,144.70,144.70,-,-,144.70,16660,"2,410,702.00","303,193,908,231.75",165.00,109.55,23-Jul-2021
ONGC,115.50,115.50,-,-,115.50,55370,"6,395,235.00","421,376,452,004.97",128.50,64.10,23-Jul-2021
ITC,207.00,207.00,-,-,207.00,42131,"8,721,117.00","1,809,030,836,777.04",239.20,163.35,23-Jul-2021
HDFCLIFE,662.10,662.10,-,-,662.10,14456,"9,571,317.60","548,932,226,892.46",746.00,555.95,23-Jul-2021
ASIANPAINT,"3,106.75","3,106.00",-0.75,-0.02,"3,106.00",2523,"7,836,438.00","1,400,594,235,018.78","3,179.50","1,682.00",23-Jul-2021
SBILIFE,"1,026.00","1,025.50",-0.50,-0.05,"1,025.50",1067,"1,094,208.50","451,489,415,976.72","1,064.95",755.25,23-Jul-2021
DRREDDY,"5,384.50","5,381.50",-3.00,-0.06,"5,381.50",298,"1,603,687.00","653,847,099,875.09","5,614.60","3,962.95",23-Jul-2021
UPL,828.00,827.50,-0.50,-0.06,827.50,2732,"2,260,730.00","455,493,339,048.96",864.70,399.00,23-Jul-2021
INFY,"1,590.20","1,588.55",-1.65,-0.10,"1,588.55",24248,"38,519,160.40","5,895,358,691,044.66","1,596.85",900.65,23-Jul-2021
BAJFINANCE,"6,195.55","6,189.00",-6.55,-0.11,"6,189.00",1837,"11,369,193.00","1,645,423,535,432.49","6,342.80","3,006.90",23-Jul-2021
GRASIM,"1,582.05","1,580.00",-2.05,-0.13,"1,580.00",578,"913,240.00","603,844,997,221.24","1,599.50",565.00,23-Jul-2021
BAJAJFINSV,"13,064.60","13,044.00",-20.60,-0.16,"13,044.00",462,"6,026,328.00","790,045,479,335.31","13,110.00","5,400.00",23-Jul-2021
SUNPHARMA,687.30,686.20,-1.10,-0.16,686.20,3231,"2,217,112.20","742,078,316,196.45",721.85,452.25,23-Jul-2021
NESTLEIND,"17,994.80","17,930.35",-64.45,-0.36,"17,930.35",73,"1,308,915.55","641,943,164,722.42","18,844.00","15,100.00",23-Jul-2021
TATAMOTORS,302.55,300.50,-2.05,-0.68,300.50,157540,"47,340,770.00","542,461,921,722.41",360.75,101.30,23-Jul-2021
ASIANPAINT,"3,002.50","3,065.00",62.50,2.08,"3,065.00",13547,"41,521,555.00","1,353,595,941,303.25","3,092.85","1,645.10",07-Jul-2021
ADANIPORTS,712.70,716.90,4.20,0.59,716.90,22092,"15,837,754.80","523,856,332,823.29",901.00,298.00,07-Jul-2021
TCS,"3,262.30","3,275.00",12.70,0.39,"3,275.00",18808,"61,596,200.00","3,378,876,282,358.61","3,399.65","2,125.10",07-Jul-2021
HDFC,"2,496.40","2,503.85",7.45,0.30,"2,503.85",24064,"60,252,646.40","4,500,740,732,151.20","2,896.00","1,623.00",07-Jul-2021
BAJFINANCE,"6,202.40","6,220.00",17.60,0.28,"6,220.00",4637,"28,842,140.00","1,647,242,768,788.32","6,342.80","2,955.00",07-Jul-2021
WIPRO,532.60,534.05,1.45,0.27,534.05,10682,"5,704,722.10","787,923,353,685.98",564.00,219.50,07-Jul-2021
INFY,"1,562.20","1,566.05",3.85,0.25,"1,566.05",10902,"17,073,077.10","5,791,554,110,897.98","1,591.00",761.50,07-Jul-2021
UPL,803.30,804.90,1.60,0.20,804.90,5095,"4,100,965.50","441,905,554,659.46",864.70,399.00,07-Jul-2021
EICHERMOT,"2,711.15","2,716.55",5.40,0.20,"2,716.55",696,"1,890,718.80","378,010,480,355.70","3,037.00","1,832.50",07-Jul-2021
MARUTI,"7,514.95","7,528.00",13.05,0.17,"7,528.00",982,"7,392,496.00","998,851,280,634.68","8,329.00","5,750.00",07-Jul-2021
RELIANCE,"2,124.80","2,127.75",2.95,0.14,"2,127.75",46795,"99,568,061.25","6,869,724,858,101.76","2,369.35","1,786.25",07-Jul-2021
BAJAJ-AUTO,"4,195.40","4,200.00",4.60,0.11,"4,200.00",1815,"7,623,000.00","546,304,678,068.60","4,361.40","2,811.60",07-Jul-2021
ICICIBANK,650.30,650.90,0.60,0.09,650.90,54291,"35,338,011.90","4,503,093,390,049.10",679.40,333.75,07-Jul-2021
TATASTEEL,"1,167.25","1,167.95",0.70,0.06,"1,167.95",31681,"37,001,823.95","912,281,917,485.58","1,246.85",328.05,07-Jul-2021
BRITANNIA,"3,519.00","3,521.00",2.00,0.06,"3,521.00",428,"1,506,988.00","415,331,611,475.76","4,010.00","3,317.30",07-Jul-2021
ULTRACEMCO,"6,933.05","6,936.50",3.45,0.05,"6,936.50",860,"5,965,390.00","800,502,288,282.56","7,055.95","3,735.00",07-Jul-2021
KOTAKBANK,"1,755.35","1,756.00",0.65,0.04,"1,756.00",13287,"23,331,972.00","2,575,040,753,576.39","2,049.00","1,230.60",07-Jul-2021
SBILIFE,"1,023.15","1,023.50",0.35,0.03,"1,023.50",3140,"3,213,790.00","450,235,278,710.12","1,044.70",755.25,07-Jul-2021
POWERGRID,228.80,228.80,-,-,228.80,10688,"2,445,414.40","586,523,978,616.58",251.50,154.60,07-Jul-2021
TECHM,"1,049.55","1,049.55",-,-,"1,049.55",9122,"9,573,995.10","650,881,338,326.11","1,109.40",561.35,07-Jul-2021
ITC,202.50,202.50,-,-,202.50,51504,"10,429,560.00","1,769,704,079,455.80",239.20,163.35,07-Jul-2021
COALINDIA,147.50,147.50,-,-,147.50,19797,"2,920,057.50","309,060,825,599.05",165.00,109.55,07-Jul-2021
BPCL,458.05,458.05,-,-,458.05,6978,"3,196,272.90","427,259,274,337.36",493.90,325.00,07-Jul-2021
TITAN,"1,762.80","1,762.80",-,-,"1,762.80",14574,"25,691,047.20","735,545,038,138.56","1,792.95",941.80,07-Jul-2021
HDFCLIFE,680.05,680.00,-0.05,-0.01,680.00,9886,"6,722,480.00","563,814,168,400.87",746.00,555.95,07-Jul-2021
HEROMOTOCO,"2,919.25","2,919.00",-0.25,-0.01,"2,919.00",1521,"4,439,799.00","379,103,811,751.11","3,629.05","2,604.00",07-Jul-2021
HDFCBANK,"1,534.70","1,534.00",-0.70,-0.05,"1,534.00",49711,"76,256,674.00","6,697,451,344,445.71","1,641.00",993.00,07-Jul-2021
SBIN,429.75,429.35,-0.40,-0.09,429.35,61337,"26,335,040.95","1,649,201,276,896.70",441.95,175.50,07-Jul-2021
CIPLA,969.10,968.00,-1.10,-0.11,968.00,3592,"3,477,056.00","492,453,935,399.35",997.00,629.20,07-Jul-2021
GRASIM,"1,497.25","1,495.00",-2.25,-0.15,"1,495.00",2300,"3,438,500.00","571,478,096,197.66","1,547.00",565.00,07-Jul-2021
DRREDDY,"5,539.45","5,529.00",-10.45,-0.19,"5,529.00",1338,"7,397,802.00","672,662,887,436.73","5,600.00","3,814.00",07-Jul-2021
JSWSTEEL,673.15,671.80,-1.35,-0.20,671.80,17539,"11,782,700.20","650,860,775,674.40",773.00,190.25,07-Jul-2021
HCLTECH,972.05,970.00,-2.05,-0.21,970.00,11537,"11,190,890.00","1,055,127,262,626.72","1,067.00",573.00,07-Jul-2021
SHREECEM,"27,769.10","27,705.00",-64.10,-0.23,"27,705.00",134,"3,712,470.00","370,714,062,736.12","32,048.00","18,183.55",07-Jul-2021
TATAMOTORS,316.90,316.00,-0.90,-0.28,316.00,603443,"190,687,988.00","568,190,986,593.39",360.75,100.60,07-Jul-2021
AXISBANK,758.35,755.90,-2.45,-0.32,755.90,9827,"7,428,229.30","1,952,508,307,845.40",799.00,400.15,07-Jul-2021
NESTLEIND,"17,470.10","17,400.00",-70.10,-0.40,"17,400.00",151,"2,627,400.00","623,225,114,033.89","18,844.00","15,100.00",07-Jul-2021
TATACONSUM,762.60,759.00,-3.60,-0.47,759.00,2024,"1,536,216.00","456,803,969,608.35",771.90,397.30,07-Jul-2021
NTPC,117.65,117.05,-0.60,-0.51,117.05,32525,"3,807,051.25","558,998,257,625.90",121.00,78.10,07-Jul-2021
M&M,781.90,777.80,-4.10,-0.52,777.80,7373,"5,734,719.40","748,480,232,618.27",952.05,533.65,07-Jul-2021
DIVISLAB,"4,524.20","4,500.00",-24.20,-0.53,"4,500.00",2400,"10,800,000.00","576,495,815,825.28","4,583.05","2,141.05",07-Jul-2021
BHARTIARTL,526.10,523.20,-2.90,-0.55,523.20,20728,"10,844,889.60","1,242,422,884,648.76",623.00,394.00,07-Jul-2021
HINDUNILVR,"2,472.50","2,458.00",-14.50,-0.59,"2,458.00",3114,"7,654,212.00","2,207,556,192,742.90","2,533.95","2,000.05",07-Jul-2021
INDUSINDBK,"1,031.05","1,024.55",-6.50,-0.63,"1,024.55",3748,"3,840,013.40","622,338,571,289.92","1,119.50",483.25,07-Jul-2021
HINDALCO,385.35,382.90,-2.45,-0.64,382.90,20421,"7,819,200.90","562,798,047,290.80",427.50,147.10,07-Jul-2021
IOC,108.40,107.65,-0.75,-0.69,107.65,57466,"6,186,214.90","275,533,603,329.10",117.85,71.65,07-Jul-2021
LT,"1,505.50","1,495.00",-10.50,-0.70,"1,495.00",4382,"6,551,090.00","1,818,584,116,419.03","1,593.00",843.00,07-Jul-2021
BAJAJFINSV,"12,090.80","12,000.00",-90.80,-0.75,"12,000.00",626,"7,512,000.00","731,157,623,007.78","12,520.00","5,400.00",07-Jul-2021
SUNPHARMA,673.25,668.00,-5.25,-0.78,668.00,15652,"10,455,536.00","726,908,520,848.63",721.85,452.25,07-Jul-2021
ONGC,121.50,119.90,-1.60,-1.32,119.90,135350,"16,228,465.00","443,266,137,823.41",128.50,64.10,07-Jul-2021
TATAMOTORS,306.30,310.80,4.50,1.47,310.80,148182,"46,054,965.60","549,185,544,946.53",360.75,100.60,12-Jul-2021
ICICIBANK,638.55,646.00,7.45,1.17,646.00,31569,"20,393,574.00","4,421,728,870,084.35",679.40,333.75,12-Jul-2021
MARUTI,"7,425.70","7,500.00",74.30,1.00,"7,500.00",1901,"14,257,500.00","986,988,596,678.48","8,329.00","5,750.00",12-Jul-2021
WIPRO,525.80,530.75,4.95,0.94,530.75,16453,"8,732,429.75","777,863,498,625.77",564.00,219.50,12-Jul-2021
TATASTEEL,"1,239.35","1,251.00",11.65,0.94,"1,251.00",67523,"84,471,273.00","968,632,764,562.65","1,246.85",331.55,12-Jul-2021
ONGC,117.90,119.00,1.10,0.93,119.00,71818,"8,546,342.00","430,132,326,332.35",128.50,64.10,12-Jul-2021
TCS,"3,208.15","3,235.00",26.85,0.84,"3,235.00",22973,"74,317,655.00","3,322,791,265,441.19","3,399.65","2,125.10",12-Jul-2021
ADANIPORTS,728.50,734.40,5.90,0.81,734.40,21302,"15,644,188.80","535,469,816,839.86",901.00,298.00,12-Jul-2021
ASIANPAINT,"3,010.60","3,034.90",24.30,0.81,"3,034.90",2779,"8,433,987.10","1,357,247,607,289.78","3,092.85","1,645.10",12-Jul-2021
HINDALCO,390.05,393.00,2.95,0.76,393.00,12502,"4,913,286.00","569,662,328,651.29",427.50,154.30,12-Jul-2021
DRREDDY,"5,460.30","5,499.90",39.60,0.73,"5,499.90",1393,"7,661,360.70","663,051,596,145.97","5,614.60","3,854.05",12-Jul-2021
SHREECEM,"27,502.75","27,698.50",195.75,0.71,"27,698.50",58,"1,606,513.00","367,158,323,061.09","32,048.00","18,183.55",12-Jul-2021
KOTAKBANK,"1,720.05","1,732.00",11.95,0.69,"1,732.00",13825,"23,944,900.00","2,523,256,813,848.56","2,049.00","1,230.60",12-Jul-2021
AXISBANK,747.35,752.50,5.15,0.69,752.50,20724,"15,594,810.00","1,924,186,831,764.04",799.00,400.15,12-Jul-2021
NESTLEIND,"17,636.00","17,755.30",119.30,0.68,"17,755.30",245,"4,350,048.50","629,143,399,929.12","18,844.00","15,100.00",12-Jul-2021
UPL,814.55,820.00,5.45,0.67,820.00,3176,"2,604,320.00","448,094,322,853.06",864.70,399.00,12-Jul-2021
TATACONSUM,765.95,771.00,5.05,0.66,771.00,2445,"1,885,095.00","458,810,648,467.76",772.75,402.35,12-Jul-2021
SBIN,423.75,426.50,2.75,0.65,426.50,39599,"16,888,973.50","1,626,175,779,138.98",441.95,175.50,12-Jul-2021
BAJFINANCE,"6,136.15","6,175.00",38.85,0.63,"6,175.00",2497,"15,418,975.00","1,629,647,993,631.57","6,342.80","3,006.90",12-Jul-2021
HEROMOTOCO,"2,896.80","2,914.00",17.20,0.59,"2,914.00",798,"2,325,372.00","376,188,377,795.88","3,629.05","2,604.00",12-Jul-2021
M&M,771.55,776.00,4.45,0.58,776.00,3914,"3,037,264.00","738,572,609,638.86",952.05,538.00,12-Jul-2021
